,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,vel A turbulent 0.04,,vel C turbulent 0.04,,vel A laminar 0.04,vel C laminar 0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7299607029614090,000000000","0,729960703","7269246945299600,000000000","0,726924695","7208019625345610,0000000","0,720801963","7207560058215440,00","0,7207560058","7299607029614090,000000000","10421405339308100,000000000","10387589952716900,000000000","10336504647886900,000000000","10309818438971000,000000000","10381375100233700,000000000","9806656690368090,000000000","9690352728888470,000000000","9682255514377880,000000000","9722511976530820,000000000","9784536796140250,000000000","9844367674223840,000000000","9799736738397860,000000000","9786278739472930,000000000","9901785300638490,000000000","9850521246335600,000000000","9930832733735790,000000000","9873376487370170,000000000","9689196492725980,000000000","9985864286659240,000000000","9883338439521550,000000000","9795093547715280,000000000","9878022464819190,000000000","9975787319248470,000000000","9977242210675080,000000000","10014125139522400,000000000","10150485651267500,000000000","9878225858217860,000000000","9973529040953140,000000000","9813351983750760,000000000","9813126351624760,000000000","9913583756095830,000000000","9912310580065480,000000000","9784980739847710,000000000","9935943829709440,000000000","9921712594278370,000000000","9845691015771290,000000000","9856317417547990,000000000","9989849582857760,000000000","9861779912229540,000000000","9813218454615120,000000000","9871467063899460,000000000","9738625800326880,000000000","9892605181098310,000000000","9909202548388460,000000000","10056857526449900,000000000","9963620804299260,000000000","9980676375794060,000000000","10150912462832700,000000000","9929319699549910,000000000","9939101524097910,000000000","9849313020846730,000000000","9746545811304690,000000000","10066588532826400,000000000","10011923825939100,000000000","10020701032259400,000000000","9958654159463870,000000000","9980131067708080,000000000","10076303397633500,000000000","9872020163458860,000000000","9730378753501070,000000000","10005775697146500,000000000","10233294257325000,000000000","10142360716468000,000000000","10213574028524600,000000000","9999779633695000,000000000","10034118145269200,000000000","9966837308602590,000000000","9799216691930050,000000000","9817995236177220,000000000","9785549212680010,000000000","10031100899915100,000000000","9874263576751220,000000000","9676599073802330,000000000","9861610813722970,000000000","9864932475521490,000000000","10029945831406900,000000000","9911635548763690,000000000","9811571573826240,000000000","9852449016652060,000000000","9831359619432940,000000000","9977880523632600,000000000","9969465563579280,000000000","10036028221192500,000000000","10121253076154300,000000000","10289513399233500,000000000","10075922094098600,000000000","9982004193681310,000000000","9980410187620280,000000000","9929844064099470,000000000","9955855900064650,000000000","9861873476116230,000000000","9856323568699590,000000000","9878842465215900,000000000","9920480679470050,000000000","9797994357076930,000000000","9899772777889630,000000000","10008411554408800,000000000","9984003595515180,000000000","10076836646705100,000000000","9943285124080510,000000000","9715174734204130,000000000","9762513376527320,000000000","9830115846427830,000000000","9923881197243240,000000000","10062465184969600,000000000","9909770863923070,000000000","9803182557535790,000000000","10131534625995500,000000000","10047437167915700,000000000","9897312027247640,000000000","9815151233514850,000000000","9911152681641910,000000000","9903046986778480,000000000","9930955029944240,000000000","9805383607571970,000000000","9862406658985060,000000000","9892263986186480,000000000","10005559019030100,000000000","9921189391609370,000000000","9956921548128270,000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10421405339308100,00","1,042140534","7793475140567520,0000000000","0,7793475141","7788009794371950,0000000","0,7788009794","7799374227476080,00","0,7799374227","0,729960703","1,042140534","1,038758995","1,033650465","1,030981844","1,03813751","0,980665669","0,9690352729","0,9682255514","0,9722511977","0,9784536796","0,9844367674","0,9799736738","0,9786278739","0,9901785301","0,9850521246","0,9930832734","0,9873376487","0,9689196493","0,9985864287","0,988333844","0,9795093548","0,9878022465","0,9975787319","0,9977242211","1,001412514","1,015048565","0,9878225858","0,9973529041","0,9813351984","0,9813126352","0,9913583756","0,991231058","0,978498074","0,993594383","0,9921712594","0,9845691016","0,9856317418","0,9989849583","0,9861779912","0,9813218455","0,9871467064","0,97386258","0,9892605181","0,9909202548","1,005685753","0,9963620804","0,9980676376","1,015091246","0,99293197","0,9939101524","0,9849313021","0,9746545811","1,006658853","1,001192383","1,002070103","0,9958654159","0,9980131068","1,00763034","0,9872020163","0,9730378754","1,00057757","1,023329426","1,014236072","1,021357403","0,9999779634","1,003411815","0,9966837309","0,9799216692","0,9817995236","0,9785549213","1,00311009","0,9874263577","0,9676599074","0,9861610814","0,9864932476","1,002994583","0,9911635549","0,9811571574","0,9852449017","0,9831359619","0,9977880524","0,9969465564","1,003602822","1,012125308","1,02895134","1,007592209","0,9982004194","0,9980410188","0,9929844064","0,99558559","0,9861873476","0,9856323569","0,9878842465","0,9920480679","0,9797994357","0,9899772778","1,000841155","0,9984003596","1,007683665","0,9943285124","0,9715174734","0,9762513377","0,9830115846","0,9923881197","1,006246518","0,9909770864","0,9803182558","1,013153463","1,004743717","0,9897312027","0,9815151234","0,9911152682","0,9903046987","0,993095503","0,9805383608","0,9862406659","0,9892263986","1,000555902","0,9921189392","0,9956921548",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10387589952716900,00","1,038758995","8013681206455000,0000000000","0,8013681206","7999192238415420,0000000","0,7999192238","8001324820859410,00","0,8001324821",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10336504647886900,0000000000","1,0336504648","8194941339783810,0000000000","0,8194941340","8158231400088190,0000000","0,8158231400","8156024726011460,00","0,8156024726","7269246945299600,0000000000","7793475140567520,0000000000","8013681206455000,0000000000","8194941339783810,0000000000","8432168371751260,0000000000","8274950598031430,0000000000","8271170599471830,0000000000","8267566242047980,0000000000","8268447433987990,0000000000","8271398179250000,0000000000","8271344401980080,0000000000","8269569374223280,0000000000","8263954698633170,0000000000","8251063463263220,0000000000","8235891428355490,0000000000","8224360519945420,0000000000","8221097488148840,0000000000","8236336115319510,0000000000","8257100344375340,0000000000","8278321546865740,0000000000","8300141002314150,0000000000","8322266638155190,0000000000","8335607942516960,0000000000","8326556340235580,0000000000","8308738450381880,0000000000","8301333074683770,0000000000","8315531631153860,0000000000","8360439940208240,0000000000","8399502877658300,0000000000","8366062617050600,0000000000","8339512828396490,0000000000","8381167445012620,0000000000","8468135817347240,0000000000","8414087103690550,0000000000","8346710239984280,0000000000","8300530599500740,0000000000","8271259166286000,0000000000","8384301169754020,0000000000","8465687465192890,0000000000","8406033979079670,0000000000","8318526874642160,0000000000","8346775110501990,0000000000","8375075252986710,0000000000","8365613889515690,0000000000","8342436587996270,0000000000","8422644903261080,0000000000","8487787977117490,0000000000","8455012438919060,0000000000","8403358665973490,0000000000","8474759584201580,0000000000","8542796061194850,0000000000","8541711010550050,0000000000","8513187978019570,0000000000","8475010245499860,0000000000","8437893906061180,0000000000","8444094289895780,0000000000","8449174529720800,0000000000","8384785533097110,0000000000","8300349483921050,0000000000","8315517486717590,0000000000","8346552103582090,0000000000","8402400238731600,0000000000","8455968144015510,0000000000","8414194154441660,0000000000","8352546140191990,0000000000","8342350736980030,0000000000","8350557737924810,0000000000","8381959807691630,0000000000","8406684252089670,0000000000","8404310515288690,0000000000","8387471124870560,0000000000","8382779396928310,0000000000","8380371047240070,0000000000","8366605748151720,0000000000","8362999661487120,0000000000","8416850961752150,0000000000","8484902560096670,0000000000","8409774342073970,0000000000","8339766796992310,0000000000","8361685412213750,0000000000","8412004334241120,0000000000","8390291762282240,0000000000","8347316686672480,0000000000","8326509632167580,0000000000","8319368589257730,0000000000","8337732976607460,0000000000","8375043397989120,0000000000","8386126789520100,0000000000","8389285984609280,0000000000","8471779512111350,0000000000","8511584297281860,0000000000","8461233462952920,0000000000","8439097045596230,0000000000","8450879395218960,0000000000","8512648307582040,0000000000","8545473206666870,0000000000","8536538595633870,0000000000","8497729481787540,0000000000","8434196183149970,0000000000","8449091414104510,0000000000","8445428406963070,0000000000","8406853260364210,0000000000","8348171458578730,0000000000","8315982472720660,0000000000","8295429613978860,0000000000","8423608765223520,0000000000","8533531569909100,0000000000","8495871981899220,0000000000","8437177766209690,0000000000","8491428036608590,0000000000","8542162842313130,0000000000","8473825711209850,0000000000","8416739932286320,0000000000","8451662486873720,0000000000","8511994911142540,0000000000","8514837948817530,0000000000","8503028444743640,0000000000","8455361790647050,0000000000","8390690002751820,0000000000","8342516618583880,0000000000","8324704903906450,0000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10309818438971000,00","1,030981844","8432168371751260,0000000000","0,8432168372","8311168930185250,0000000","0,8311168930","8305563482566570,00","0,8305563483","0,7269246945","0,7793475141","0,8013681206","0,819494134","0,8432168372","0,8274950598","0,8271170599","0,8267566242","0,8268447434","0,8271398179","0,8271344402","0,8269569374","0,8263954699","0,8251063463","0,8235891428","0,822436052","0,8221097488","0,8236336115","0,8257100344","0,8278321547","0,8300141002","0,8322266638","0,8335607943","0,832655634","0,830873845","0,8301333075","0,8315531631","0,836043994","0,8399502878","0,8366062617","0,8339512828","0,8381167445","0,8468135817","0,8414087104","0,834671024","0,83005306","0,8271259166","0,838430117","0,8465687465","0,8406033979","0,8318526875","0,8346775111","0,8375075253","0,836561389","0,8342436588","0,8422644903","0,8487787977","0,8455012439","0,8403358666","0,8474759584","0,8542796061","0,8541711011","0,8513187978","0,8475010245","0,8437893906","0,844409429","0,844917453","0,8384785533","0,8300349484","0,8315517487","0,8346552104","0,8402400239","0,8455968144","0,8414194154","0,835254614","0,8342350737","0,8350557738","0,8381959808","0,8406684252","0,8404310515","0,8387471125","0,8382779397","0,8380371047","0,8366605748","0,8362999661","0,8416850962","0,848490256","0,8409774342","0,8339766797","0,8361685412","0,8412004334","0,8390291762","0,8347316687","0,8326509632","0,8319368589","0,8337732977","0,8375043398","0,838612679","0,8389285985","0,8471779512","0,8511584297","0,8461233463","0,8439097046","0,8450879395","0,8512648308","0,8545473207","0,8536538596","0,8497729482","0,8434196183","0,8449091414","0,8445428407","0,840685326","0,8348171459","0,8315982473","0,8295429614","0,8423608765","0,853353157","0,8495871982","0,8437177766","0,8491428037","0,8542162842","0,8473825711","0,8416739932","0,8451662487","0,8511994911","0,8514837949","0,8503028445","0,8455361791","0,8390690003","0,8342516619","0,8324704904",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10381375100233700,00","1,03813751","8274950598031430,0000000000","0,8274950598","8432070767316640,0000000","0,8432070767","8428001851652320,00","0,8428001852",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9806656690368090,0000000000","0,9806656690","8271170599471830,0000000000","0,8271170599","8552977169927450,0000000","0,8552977170","8550440350566860,00","0,8550440351","7208019625345610,0000000000","7788009794371950,0000000000","7999192238415420,0000000000","8158231400088190,0000000000","8311168930185250,0000000000","8432070767316640,0000000000","8552977169927450,0000000000","8673887947101360,0000000000","8783682057056360,0000000000","8869848463917290,0000000000","8956018921281640,0000000000","9042193313347750,0000000000","9128371528681540,0000000000","9214553460012800,0000000000","9300739004042680,0000000000","9386928061261830,0000000000","9455032102691190,0000000000","9512962967947890,0000000000","9570894985206200,0000000000","9628828133673020,0000000000","9686762393052260,0000000000","9744697743530070,0000000000","9802634165760720,0000000000","9860571640852720,0000000000","9918510150355700,0000000000","9976449676247540,0000000000","10034390200922000,0000000000","10092331707177000,0000000000","10150274178202900,0000000000","10208217597571300,0000000000","10266161949224600,0000000000","10314958606089800,0000000000","10340230726449900,0000000000","10365503060294800,0000000000","10390775606066800,0000000000","10416048362223400,0000000000","10441321327236700,0000000000","10466594499594000,0000000000","10491867877796700,0000000000","10517141460361000,0000000000","10542415245817100,0000000000","10567689232709200,0000000000","10592963419595600,0000000000","10618237805048100,0000000000","10643512387652100,0000000000","10668787166006600,0000000000","10694062138723400,0000000000","10719337304427900,0000000000","10744612661758000,0000000000","10769888209364700,0000000000","10795163945911300,0000000000","10820439870073900,0000000000","10845715980540700,0000000000","10870992276012200,0000000000","10896268755201000,0000000000","10915107290617700,0000000000","10917390729518100,0000000000","10919674199276600,0000000000","10921957699874000,0000000000","10924241231290800,0000000000","10926524793507800,0000000000","10928808386505600,0000000000","10931092010265000,0000000000","10933375664766600,0000000000","10935659349991200,0000000000","10937943065919600,0000000000","10940226812532600,0000000000","10942510589810900,0000000000","10944794397735300,0000000000","10947078236286600,0000000000","10949362105445800,0000000000","10951646005193600,0000000000","10953929935510900,0000000000","10956213896378500,0000000000","10958497887777500,0000000000","10960781909688700,0000000000","10963065962093000,0000000000","10965350044971300,0000000000","10967634158304700,0000000000","10969027952399100,0000000000","10968132287218300,0000000000","10967236622607400,0000000000","10966340958566500,0000000000","10965445295095800,0000000000","10964549632195300,0000000000","10963653969865300,0000000000","10962758308105900,0000000000","10961862646917200,0000000000","10960966986299300,0000000000","10960071326252400,0000000000","10959175666776700,0000000000","10958280007872300,0000000000","10957384349539300,0000000000","10956488691777800,0000000000","10955593034588000,0000000000","10954697377970100,0000000000","10953801721924200,0000000000","10952906066450300,0000000000","10952010411548800,0000000000","10951114757219600,0000000000","10950219103463000,0000000000","10949323450279000,0000000000","10948427797667900,0000000000","10951100000393700,0000000000","10962946687556000,0000000000","10974793375578200,0000000000","10986640064457500,0000000000","10998486754191000,0000000000","11010333444776000,0000000000","11022180136209800,0000000000","11034026828489600,0000000000","11045873521612700,0000000000","11057720215576400,0000000000","11069566910378100,0000000000","11081413606014900,0000000000","11093260302484300,0000000000","11105106999783500,0000000000","11116953697910000,0000000000","11128800396861000,0000000000","11140647096634000,0000000000","11152493797226400,0000000000","11164340498635400,0000000000","11176187200858600,0000000000","11188033903893300,0000000000","11199880607737000,0000000000","11211727312387000,0000000000","11223574017840900,0000000000","11230660264760400,0000000000","11225505336517000,0000000000","11220350417186100,0000000000","11215195506780100,0000000000","11210040605311200,0000000000","11204885712791900,0000000000","11199730829234400,0000000000","11194575954651200,0000000000","11189421089054700,0000000000","11184266232457200,0000000000","11179111384871300,0000000000","11173956546309300,0000000000","11168801716783900,0000000000","11163646896307500,0000000000","11158492084892600,0000000000","11153337282551800,0000000000","11148182489297800,0000000000","11143027705143100,0000000000","11137872930100300,0000000000","11132718164182100,0000000000","11127563407401200,0000000000","11122408659770300,0000000000","11117253921302200,0000000000","11112099192009500,0000000000","11108888008620900,0000000000","11110674495024200,0000000000","11112460982427700,0000000000","11114247470830900,0000000000","11116033960233500,0000000000","11117820450634800,0000000000","11119606942034500,0000000000","11121393434432000,0000000000","11123179927826900,0000000000","11124966422218600,0000000000","11126752917606800,0000000000","11128539413990900,0000000000","11130325911370400,0000000000","11132112409744800,0000000000","11133898909113800,0000000000","11135685409476700,0000000000","11137471910833200,0000000000","11139258413182700,0000000000","11141044916524800,0000000000","11142831420859000,0000000000","11144617926184800,0000000000","11146404432501700,0000000000","11148190939809300,0000000000","11149977448107100,0000000000","11151678376288300,0000000000","11153159239125000,0000000000","11154640101963900,0000000000","11156120964805000,0000000000","11157601827648300,0000000000","11159082690493800,0000000000","11160563553341500,0000000000","11162044416191400,0000000000","11163525279043400,0000000000","11165006141897700,0000000000","11166487004754100,0000000000","11167967867612800,0000000000","11169448730473600,0000000000","11170929593336600,0000000000","11172410456201700,0000000000","11173891319069100,0000000000","11175372181938700,0000000000","11176853044810400,0000000000","11178333907684300,0000000000","11179814770560400,0000000000","11181295633438600,0000000000","11182776496319100,0000000000","11184257359201700,0000000000","11185738222086500,0000000000","11185315171373500,0000000000","11179996343152000,0000000000","11174677515429800,0000000000","11169358688207700,0000000000","11164039861486300,0000000000","11158721035266500,0000000000","11153402209548800,0000000000","11148083384334000,0000000000","11142764559622900,0000000000","11137445735416100,0000000000","11132126911714500,0000000000","11126808088518600,0000000000","11121489265829200,0000000000","11116170443647200,0000000000","11110851621973000,0000000000","11105532800807700,0000000000","11100213980151700,0000000000","11094895160006000,0000000000","11089576340371100,0000000000","11084257521247900,0000000000","11078938702637100,0000000000","11073619884539400,0000000000","11068301066955600,0000000000","11062982249886400,0000000000","11059718847838700,0000000000","11061740798674200,0000000000","11063762751243900,0000000000","11065784705546900,0000000000","11067806661582100,0000000000","11069828619348700,0000000000","11071850578845600,0000000000","11073872540072000,0000000000","11075894503026900,0000000000","11077916467709300,0000000000","11079938434118400,0000000000","11081960402253100,0000000000","11083982372112500,0000000000","11086004343695600,0000000000","11088026317001600,0000000000","11090048292029500,0000000000","11092070268778300,0000000000","11094092247247100,0000000000"
"9690352728888470,0000000000","0,9690352729","8267566242047980,0000000000","0,8267566242","8673887947101360,0000000","0,8673887947","8672878973811670,00","0,8672878974","0,7208019625","0,7788009794","0,7999192238","0,8158231400","0,8311168930","0,8432070767","0,8552977170","0,8673887947","0,8783682057","0,8869848464","0,8956018921","0,9042193313","0,9128371529","0,9214553460","0,9300739004","0,9386928061","0,9455032103","0,9512962968","0,9570894985","0,9628828134","0,9686762393","0,9744697744","0,9802634166","0,9860571641","0,9918510150","0,9976449676","1,0034390201","1,0092331707","1,0150274178","1,0208217598","1,0266161949","1,0314958606","1,0340230726","1,0365503060","1,0390775606","1,0416048362","1,0441321327","1,0466594500","1,0491867878","1,0517141460","1,0542415246","1,0567689233","1,0592963420","1,0618237805","1,0643512388","1,0668787166","1,0694062139","1,0719337304","1,0744612662","1,0769888209","1,0795163946","1,0820439870","1,0845715981","1,0870992276","1,0896268755","1,0915107291","1,0917390730","1,0919674199","1,0921957700","1,0924241231","1,0926524794","1,0928808387","1,0931092010","1,0933375665","1,0935659350","1,0937943066","1,0940226813","1,0942510590","1,0944794398","1,0947078236","1,0949362105","1,0951646005","1,0953929936","1,0956213896","1,0958497888","1,0960781910","1,0963065962","1,0965350045","1,0967634158","1,0969027952","1,0968132287","1,0967236623","1,0966340959","1,0965445295","1,0964549632","1,0963653970","1,0962758308","1,0961862647","1,0960966986","1,0960071326","1,0959175667","1,0958280008","1,0957384350","1,0956488692","1,0955593035","1,0954697378","1,0953801722","1,0952906066","1,0952010412","1,0951114757","1,0950219103","1,0949323450","1,0948427798","1,0951100000","1,0962946688","1,0974793376","1,0986640064","1,0998486754","1,1010333445","1,1022180136","1,1034026828","1,1045873522","1,1057720216","1,1069566910","1,1081413606","1,1093260302","1,1105107000","1,1116953698","1,1128800397","1,1140647097","1,1152493797","1,1164340499","1,1176187201","1,1188033904","1,1199880608","1,1211727312","1,1223574018","1,1230660265","1,1225505337","1,1220350417","1,1215195507","1,1210040605","1,1204885713","1,1199730829","1,1194575955","1,1189421089","1,1184266232","1,1179111385","1,1173956546","1,1168801717","1,1163646896","1,1158492085","1,1153337283","1,1148182489","1,1143027705","1,1137872930","1,1132718164","1,1127563407","1,1122408660","1,1117253921","1,1112099192","1,1108888009","1,1110674495","1,1112460982","1,1114247471","1,1116033960","1,1117820451","1,1119606942","1,1121393434","1,1123179928","1,1124966422","1,1126752918","1,1128539414","1,1130325911","1,1132112410","1,1133898909","1,1135685409","1,1137471911","1,1139258413","1,1141044917","1,1142831421","1,1144617926","1,1146404433","1,1148190940","1,1149977448","1,1151678376","1,1153159239","1,1154640102","1,1156120965","1,1157601828","1,1159082690","1,1160563553","1,1162044416","1,1163525279","1,1165006142","1,1166487005","1,1167967868","1,1169448730","1,1170929593","1,1172410456","1,1173891319","1,1175372182","1,1176853045","1,1178333908","1,1179814771","1,1181295633","1,1182776496","1,1184257359","1,1185738222","1,1185315171","1,1179996343","1,1174677515","1,1169358688","1,1164039861","1,1158721035","1,1153402210","1,1148083384","1,1142764560","1,1137445735","1,1132126912","1,1126808089","1,1121489266","1,1116170444","1,1110851622","1,1105532801","1,1100213980","1,1094895160","1,1089576340","1,1084257521","1,1078938703","1,1073619885","1,1068301067","1,1062982250","1,1059718848","1,1061740799","1,1063762751","1,1065784706","1,1067806662","1,1069828619","1,1071850579","1,1073872540","1,1075894503","1,1077916468","1,1079938434","1,1081960402","1,1083982372","1,1086004344","1,1088026317","1,1090048292","1,1092070269","1,1094092247"
"9682255514377880,00","0,9682255514","8268447433987990,0000000000","0,8268447434","8783682057056360,0000000","0,8783682057","8785119000543030,00","0,8785119001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
