,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"y=0.04, x=0.0399",,"y=0.06, x=0.0399",,"y=0.05, x=0.0399",,"y=0.035, x=0.0399",,"y=0.06, x=0.04",,"y=0.065, x=0.04",,"y=0.05, x=0.04",
01.02,"8903914967123560,0000000","0,89039149671","8205819560634530,0000000","0,8205819561","8644659869573330,0000000","0,86446598696","8940521695468470,0000000","0,8940521695","8920427522619600,0000000","0,8920427523","8987936256376570,0000000","0,89879362564","8659156702087700,0000000","0,8659156702"
01.03,"8888441563991590,0000000","0,88884415640","8205430339975770,0000000","0,820543034","8634752950795760,0000000","0,86347529508","8924756437099280,0000000","0,8924756437","8905714219519420,0000000","0,8905714220","8974380475736230,0000000","0,89743804757","8649233742828210,0000000","0,8649233743"
01.04,"8874102836835950,0000000","0,88741028368","8204999397676250,0000000","0,8204999398","8623977856228140,0000000","0,86239778562","8910217052857000,0000000","0,8910217053","8890074108027340,0000000","0,8890074108","8956152501737850,0000000","0,89561525017","8640025250012980,0000000","0,8640025250"
01.05,"8858823611851320,0000000","0,88588236119","8204687207773200,0000000","0,8204687208","8616703088041240,0000000","0,86167030880","8897113140668040,0000000","0,8897113141","8876605136773200,0000000","0,8876605137","8940910152165920,0000000","0,89409101522","8631136551468620,0000000","0,8631136551"
01.06,"8845035265831120,0000000","0,88450352658","8204420192354120,0000000","0,8204420192","8607741198921720,0000000","0,86077411989","8880423251543510,0000000","0,8880423252","8863130740349000,0000000","0,8863130740","8926573934081250,0000000","0,89265739341","8622496361656790,0000000","0,8622496362"
01.07,"8831797829363940,0000000","0,88317978294","8204253879144580,0000000","0,8204253879","8598708586598970,0000000","0,85987085866","8867199769907560,0000000","0,8867199770","8850394456692260,0000000","0,8850394457","8913556958875290,0000000","0,89135569589","8614050856961530,0000000","0,8614050857"
01.08,"8819652113746340,0000000","0,88196521137","8204673021354310,0000000","0,8204673021","8591735372628730,0000000","0,85917353726","8853997516463790,0000000","0,8853997516","8837352388360420,0000000","0,8837352388","8899622248833310,0000000","0,88996222488","8607359765154530,0000000","0,8607359765"
01.09,"8808697757481470,0000000","0,88086977575","8204884519348630,0000000","0,8204884519","8584192854170080,0000000","0,85841928542","8841287970724980,0000000","0,8841287971","8825524738845400,0000000","0,8825524739","8887204079375440,0000000","0,88872040794","8600069201790470,0000000","0,8600069202"
1.1,"8796417079243590,0000000","0,87964170792","8204827410190770,0000000","0,820482741","8577691570016900,0000000","0,85776915700","8829327704365690,0000000","0,8829327704","8814569011626090,0000000","0,8814569012","8873529088058640,0000000","0,88735290881","8593343182194100,0000000","0,8593343182"
1.11,"8784971360988610,0000000","0,87849713610","8205487439395030,0000000","0,8205487439","8571338428294650,0000000","0,85713384283","8818239986066250,0000000","0,8818239986","8805318474154760,0000000","0,8805318474","8863704111103040,0000000","0,88637041111","8587009866261850,0000000","0,8587009866"
1.12,"8776321273761590,0000000","0,87763212738","8205129692058720,0000000","0,8205129692","8564754582266310,0000000","0,85647545823","8807083772598780,0000000","0,8807083773","8794008692115550,0000000","0,8794008692","8851881190933100,0000000","0,88518811909","8579314876534350,0000000","0,8579314877"
11.300.000.000.000.000,"8764484160749690,0000000","0,87644841607","8206289115385540,0000000","0,8206289115","8558820610889960,0000000","0,85588206109","8797020012745290,0000000","0,8797020013","8783242261513090,0000000","0,8783242262","8840565637173510,0000000","0,88405656372","8574345389889110,0000000","0,8574345390"
11.400.000.000.000.000,"8755282119446580,0000000","0,87552821194","8207087301345010,0000000","0,8207087301","8552865915630900,0000000","0,85528659156","8786594484220680,0000000","0,8786594484","8775086537892790,0000000","0,8775086538","8830182038018110,0000000","0,88301820380","8568959426024720,0000000","0,8568959426"
11.500.000.000.000.000,"8746513355447600,0000000","0,87465133554","8208070195428100,0000000","0,8208070195","8546905134203060,0000000","0,85469051342","8777241645801680,0000000","0,8777241646","8765906535719390,0000000","0,8765906536","8819847249475850,0000000","0,88198472495","8563369467928130,0000000","0,8563369468"
1.16,"8738029099766520,0000000","0,87380290998","8209139865635290,0000000","0,8209139866","8541649598148020,0000000","0,85416495981","8767739700415000,0000000","0,8767739700","8756832828968790,0000000","0,8756832829","8810916318996360,0000000","0,88109163190","8558440547806570,0000000","0,8558440548"
1.17,"8729320468385810,0000000","0,87293204684","8209933938509480,0000000","0,8209933939","8537404555239000,0000000","0,85374045552","8759197491759960,0000000","0,8759197492","8748442324848080,0000000","0,8748442325","8802287921555750,0000000","0,88022879216","8553800628482920,0000000","0,8553800628"
1.18,"8721314321698150,0000000","0,87213143217","8210682160213600,0000000","0,821068216","8533314267717790,0000000","0,85333142677","8750441512205610,0000000","0,8750441512","8740503020469730,0000000","0,8740503020","8793307288895030,0000000","0,87933072889","8549223330890150,0000000","0,8549223331"
1.19,"8713119707473530,0000000","0,87131197075","8211674646714660,0000000","0,8211674647","8528748904327650,0000000","0,85287489043","8742756717004740,0000000","0,8742756717","8732434701086740,0000000","0,8732434701","8785425367310280,0000000","0,87854253673","8545601111020370,0000000","0,8545601111"
1.2,"8707127720202550,0000000","0,87071277202","8212921582900800,0000000","0,8212921583","8524687366236950,0000000","0,85246873662","8734231199445110,0000000","0,8734231199","8725981742714920,0000000","0,8725981743","8776336534395720,0000000","0,87763365344","8541515751364760,0000000","0,8541515751"
1.21,"8698944029430130,0000000","0,86989440294","8214047219698490,0000000","0,821404722","8521017864715860,0000000","0,85210178647","8727751187059710,0000000","0,8727751187","8719780080004800,0000000","0,8719780080","8768912297020470,0000000","0,87689122970","8537514966880970,0000000","0,8537514967"
1.22,"8693482748613860,0000000","0,86934827486","8215658902081440,0000000","0,8215658902","8517990893343980,0000000","0,85179908933","8719938772983870,0000000","0,8719938773","8711790948401440,0000000","0,8711790948","8761847319816210,0000000","0,87618473198","8534570445127670,0000000","0,8534570445"
1.23,"8686163310114230,0000000","0,86861633101","8216717271858890,0000000","0,8216717272","8514384439711520,0000000","0,85143844397","8712951704711890,0000000","0,8712951705","8705490776511530,0000000","0,8705490777","8754720845660960,0000000","0,87547208457","8530745478515650,0000000","0,8530745479"
1.24,"8679694076599010,0000000","0,86796940766","8218292551924870,0000000","0,8218292552","8510804203114260,0000000","0,85108042031","8705871054055330,0000000","0,8705871054","8699508954644360,0000000","0,8699508955","8747422710485010,0000000","0,87474227105","8528126886983510,0000000","0,8528126887"
1.25,"8673711917686250,0000000","0,86737119177","8220003888572230,0000000","0,8220003889","8507446888640830,0000000","0,85074468886","8699799827853960,0000000","0,8699799828","8694206348310900,0000000","0,8694206348","8741123313139770,0000000","0,87411233131","8525298585701430,0000000","0,8525298586"
1.26,"8668744945843340,0000000","0,86687449458","8221508883086500,0000000","0,8221508883","8505738593249930,0000000","0,85057385932","8694547437190820,0000000","0,8694547437","8688165090657080,0000000","0,8688165091","8736058039186110,0000000","0,87360580392","8521616145475070,0000000","0,8521616145"
1.27,"8663220697593420,0000000","0,86632206976","8223249232756930,0000000","0,8223249233","8502894051048050,0000000","0,85028940510","8687894755709460,0000000","0,8687894756","8682854401652280,0000000","0,8682854402","8728581816191440,0000000","0,87285818162","8519882166024900,0000000","0,8519882166"
1.28,"8658271790225410,0000000","0,86582717902","8224772509349100,0000000","0,8224772509","8500043905954540,0000000","0,85000439060","8682579707953020,0000000","0,8682579708","8677826984960880,0000000","0,8677826985","8722301574527820,0000000","0,87223015745","8517101864950540,0000000","0,8517101865"
1.29,"8653931549783400,0000000","0,86539315498","8226467162869930,0000000","0,8226467163","8497818712979240,0000000","0,84978187130","8676918243310210,0000000","0,8676918243","8672801165502460,0000000","0,8672801166","8717071830136290,0000000","0,87170718301","8515083936231000,0000000","0,8515083936"
1.3,"8649061741647620,0000000","0,86490617416","8228222702320220,0000000","0,8228222702","8495388919761900,0000000","0,84953889198","8671284724481700,0000000","0,8671284724","8668365105805090,0000000","0,8668365106","8712394450442350,0000000","0,87123944504","8512213460552540,0000000","0,8512213461"
1.31,"8644079423605590,0000000","0,86440794236","8229772670931000,0000000","0,8229772671","8493101677521950,0000000","0,84931016775","8667114554340890,0000000","0,8667114554","8663714686268420,0000000","0,8663714686","8706582791218400,0000000","0,87065827912","8510391719147750,0000000","0,8510391719"
1.32,"8640776353418990,0000000","0,86407763534","8231522807241690,0000000","0,8231522807","8491705523606470,0000000","0,84917055236","8661507853653820,0000000","0,8661507854","8659933052147440,0000000","0,8659933052","8701779351508320,0000000","0,87017793515","8509180598140080,0000000","0,8509180598"
1.33,"8636578715031290,0000000","0,86365787150","8233971616731990,0000000","0,8233971617","8489409839138770,0000000","0,84894098391","8657787831807620,0000000","0,8657787832","8655383823560330,0000000","0,8655383824","8697697189491780,0000000","0,86976971895","8507057980149560,0000000","0,8507057980"
1.34,"8631589486078090,0000000","0,86315894861","8235829295496550,0000000","0,8235829295","8488442443736640,0000000","0,84884424437","8653973230872530,0000000","0,8653973231","8651524874043460,0000000","0,8651524874","8692782159784110,0000000","0,86927821598","8505791020587470,0000000","0,8505791021"
1.35,"8627985935937090,0000000","0,86279859359","8237977630693220,0000000","0,8237977631","8486804169568640,0000000","0,84868041696","8649461396349070,0000000","0,8649461396","8648050145771510,0000000","0,8648050146","8688327741889000,0000000","0,86883277419","8504648039539020,0000000","0,8504648040"
1.36,"8624891606416960,0000000","0,86248916064","8239399384095390,0000000","0,8239399384","8485873418851220,0000000","0,84858734189","8645242511631110,0000000","0,8645242512","8644523836169660,0000000","0,8644523836","8684180623844110,0000000","0,86841806238","8502873093827780,0000000","0,8502873094"
1.37,"8621541551167580,0000000","0,86215415512","8241609402780440,0000000","0,8241609403","8484650121156790,0000000","0,84846501212","8640623217647240,0000000","0,8640623218","8640826936179960,0000000","0,8640826936","8680579758823780,0000000","0,86805797588","8501983069894170,0000000","0,8501983070"
13.800.000.000.000.000,"8617971038783920,0000000","0,86179710388","8243867681641690,0000000","0,8243867682","8483899405111450,0000000","0,84838994051","8637333194158400,0000000","0,8637333194","8638590902791390,0000000","0,8638590903","8676207625529350,0000000","0,86762076255","8501286964919720,0000000","0,8501286965"
13.900.000.000.000.000,"8615439147726980,0000000","0,86154391477","8245543834565740,0000000","0,8245543835","8482281243829540,0000000","0,84822812438","8633820296730510,0000000","0,8633820297","8634657414581300,0000000","0,8634657415","8672920307465580,0000000","0,86729203075","8500256114144980,0000000","0,8500256114"
14.000.000.000.000.000,"8612697493518500,0000000","0,86126974935","8247934720585640,0000000","0,8247934721","8482127999919190,0000000","0,84821279999","8631006570600060,0000000","0,8631006571","8632342851597670,0000000","0,8632342852","8670191769387400,0000000","0,86701917694","8499770060679290,0000000","0,8499770061"
1.41,"8609865056599020,0000000","0,86098650566","8250208027953070,0000000","0,8250208028","8481144891760360,0000000","0,84811448918","8626997154424710,0000000","0,8626997154","8629529174874640,0000000","0,8629529175","8666250157664300,0000000","0,86662501577","8498342971818470,0000000","0,8498342972"
1.42,"8607524849583750,0000000","0,86075248496","8252318294665800,0000000","0,8252318295","8480505239598980,0000000","0,84805052396","8624719191372270,0000000","0,8624719191","8626938452904430,0000000","0,8626938453","8662440000631240,0000000","0,86624400006","8497660803238040,0000000","0,8497660803"
1.43,"8604603852181470,0000000","0,86046038522","8254529015526370,0000000","0,8254529016","8480060390972020,0000000","0,84800603910","8620986404654210,0000000","0,8620986405","8624365012641900,0000000","0,8624365013","8659628858311770,0000000","0,86596288583","8497284217298480,0000000","0,8497284217"
1.44,"8601983912276890,0000000","0,86019839123","8257181988282290,0000000","0,8257181988","8479556714553700,0000000","0,84795567146","8619040622929690,0000000","0,8619040623","8622466546986980,0000000","0,8622466547","8657405390119430,0000000","0,86574053901","8496606046057630,0000000","0,8496606046"
1.45,"8600307848558610,0000000","0,86003078486","8259294835932910,0000000","0,8259294836","8478475368521830,0000000","0,84784753685","8616626376064910,0000000","0,8616626376","8620276550417370,0000000","0,8620276550","8653450402064930,0000000","0,86534504021","8496489960433750,0000000","0,8496489960"
1.46,"8598145780789620,0000000","0,85981457808","8261290350033300,0000000","0,826129035","8478037490231380,0000000","0,84780374902","8613625825619280,0000000","0,8613625826","8618151693526650,0000000","0,8618151694","8651605616372570,0000000","0,86516056164","8495796454886890,0000000","0,8495796455"
1.47,"8596903275014290,0000000","0,85969032750","8264196287265490,0000000","0,8264196287","8478654264906980,0000000","0,84786542649","8611695849399040,0000000","0,8611695849","8616749250784700,0000000","0,8616749251","8649180438497950,0000000","0,86491804385","8496428036195010,0000000","0,8496428036"
1.48,"8595005317243730,0000000","0,85950053172","8266442374553450,0000000","0,8266442375","8479144405253880,0000000","0,84791444053","8608687854628780,0000000","0,8608687855","8614860014501390,0000000","0,8614860015","8645698119283310,0000000","0,86456981193","8496819852964240,0000000","0,8496819853"
1.49,"8593535728423700,0000000","0,85935357284","8268918722833890,0000000","0,8268918723","8478593792069930,0000000","0,84785937921","8607768789068680,0000000","0,8607768789","8613228299853500,0000000","0,8613228300","8644703871474740,0000000","0,86447038715","8496218225327190,0000000","0,8496218225"
1.5,"8591879589434690,0000000","0,85918795894","8270983458138420,0000000","0,8270983458","8478561854214680,0000000","0,84785618542","8605702561264820,0000000","0,8605702561","8611540684012770,0000000","0,8611540684","8642430722877290,0000000","0,86424307229","8496151231495830,0000000","0,8496151231"
