,,,,
,,0,"18564668311833500,00","1,856466831"
,,0.01,"18566247275106100,00","1,856624728"
,,0.02,"18578321123980900,00","1,857832112"
,,0.03,"18600681591313000,00","1,860068159"
,,0.04,"18628142982938100,00","1,862814298"
,,0.05,"18650192181594100,00","1,865019218"
,,0.06,"18651980831061800,00","1,865198083"
,,0.07,"18622293695291600,00","1,86222937"
,,0.08,"18553174139710100,00","1,855317414"
,,0.09,"18456835468110900,00","1,845683547"
,,0.1,"18298073560928200,00","1,829807356"
,,0.11,"18067039504126600,00","1,80670395"
,,0.12,"17741803664481100,00","1,774180366"
,,0.13,"16925908543806000,00","1,692590854"
,,0.14,"15793515086681300,00","1,579351509"
,,0.15,"14657732039460100,00","1,465773204"
,,0.16,"13652611648985100,00","1,365261165"
,,0.17,"12819896920333700,00","1,281989692"
,,0.18,"12173242882000100,00","1,217324288"
,,0.19,"11700154036171200,00","1,170015404"
,,0.2,"11342180141882400,00","1,134218014"
,,0.21,"11083744950842700,00","1,108374495"
,,0.22,"10916427147551700,00","1,091642715"
,,0.23,"10792955677288700,00","1,079295568"
,,0.24,"10704232043348400,00","1,070423204"
,,0.25,"10647542590309400,00","1,064754259"
,,0.26,"10621230432293700,00","1,062123043"
,,0.27,"10599894577915900,00","1,059989458"
,,0.28,"10600334396395600,00","1,06003344"
,,0.29,"10590927202636700,00","1,05909272"
,,0.3,"10598901204497600,00","1,05989012"
,,0.31,"10607851064611400,00","1,060785106"
,,0.32,"10615802099303200,00","1,06158021"
,,0.33,"10618424704900700,00","1,06184247"
,,0.34,"10619368729002600,00","1,061936873"
,,35.000.000.000.000.000,"10621802844665200,00","1,062180284"
,,0.36,"10619770796181900,00","1,06197708"
,,0.37,"10610047246961300,00","1,061004725"
,,0.38,"10603486410775700,00","1,060348641"
,,0.39,"10588301679318600,00","1,058830168"
,,0.4,"10573313284663100,00","1,057331328"
,,41.000.000.000.000.000,"10551024166470000,00","1,055102417"
,,0.42,"10525799972782500,00","1,052579997"
,,0.43,"10494112773157600,00","1,049411277"
